class,row,n_neighbors,max_abs_delta,mean_delta,any_flip,any_suspicious,any_protective
0,274674,1,0.08243242697790265,-0.08243242697790265,False,False,True
0,275360,1,0.008969029411673546,-0.008969029411673546,False,False,True
0,275718,2,0.001222316175699234,-0.00025258795358240604,False,True,True
0,277635,1,0.049716935493052006,-0.049716935493052006,False,False,True
0,279016,2,0.002117202850058675,-0.0007072339067235589,False,True,True
0,279796,1,0.026264522224664688,0.026264522224664688,False,True,False
0,279958,4,0.1026606410741806,-0.008390340954065323,False,True,True
0,280239,1,0.0004972054157406092,0.0004972054157406092,False,True,False
0,282711,1,0.09860995830968022,-0.09860995830968022,False,False,True
0,285501,1,0.14157521724700928,-0.14157521724700928,False,False,True
0,287642,1,0.07811364950612187,-0.07811364950612187,False,False,True
0,288345,1,0.07335817813873291,0.07335817813873291,False,True,False
1,1988,1,0.07246667146682739,-0.07246667146682739,True,False,True
1,2122,1,0.13104960322380066,0.13104960322380066,False,True,False
1,2915,1,0.026302874088287354,-0.026302874088287354,False,False,True
1,7437,14,0.0656166672706604,-0.005302312118666512,False,True,True
1,8614,1,0.789365142583847,-0.789365142583847,False,False,True
1,12115,2,0.03212365508079529,-0.014682114124298096,False,True,True
1,14814,5,0.0625876858830452,-0.011413782835006714,False,True,True
1,15780,1,0.19761913269758224,-0.19761913269758224,False,False,True
1,16202,3,0.006753146648406982,-0.0020179152488708496,False,True,True
1,16276,1,0.00493286270648241,-0.00493286270648241,False,False,True
1,22563,9,0.29304632544517517,0.006629212035073174,False,True,True
1,24386,1,0.017824947834014893,0.017824947834014893,False,True,False
1,25128,1,0.0007085204124450684,0.0007085204124450684,False,True,False
1,27749,1,0.3958475887775421,-0.3958475887775421,False,False,True
1,28246,1,0.0017002224922180176,-0.0017002224922180176,False,False,True
1,34673,1,0.0017099976539611816,-0.0017099976539611816,False,False,True
1,35991,4,0.017085492610931396,0.00716574490070343,False,True,False
1,36576,1,0.002012789249420166,-0.002012789249420166,False,False,True
1,42956,2,0.013324439525604248,-0.010230325162410736,False,False,True
1,43732,2,0.0017715159337967634,-0.0008797752670943737,False,True,True
1,46633,2,0.037745893001556396,0.016844213008880615,False,True,True
1,46634,6,0.008543789386749268,0.002124577760696411,False,True,True
1,46637,1,0.2360309362411499,0.2360309362411499,False,True,False
1,47909,1,0.014240920543670654,0.014240920543670654,False,True,False
1,50591,1,0.19890019297599792,0.19890019297599792,False,True,False
1,51522,1,0.002857804298400879,0.002857804298400879,False,True,False
1,52144,1,0.1879805028438568,0.1879805028438568,False,True,False
1,53325,1,0.13104960322380066,0.13104960322380066,False,True,False
1,53436,1,0.10876703262329102,0.10876703262329102,True,True,False
1,53462,1,0.001830412307754159,-0.001830412307754159,False,False,True
1,56301,2,0.0064904093742370605,0.005428940057754517,False,True,False
1,57874,1,0.017824947834014893,0.017824947834014893,False,True,False
1,60746,2,0.051112085580825806,-0.0465228408575058,False,False,True
1,61025,2,0.14752498269081116,0.04613177478313446,False,True,True
1,63361,1,0.013033032417297363,0.013033032417297363,False,True,False
1,64582,1,0.050334155559539795,0.050334155559539795,False,True,False
1,65871,1,0.03522558510303497,-0.03522558510303497,False,False,True
1,67019,1,0.008199572563171387,-0.008199572563171387,True,False,True
1,67065,4,0.05870020389556885,-0.009052522480487823,False,True,True
1,67303,2,0.01586812734603882,-0.004584699869155884,False,True,True
1,68889,1,0.19890019297599792,0.19890019297599792,False,True,False
1,70238,2,0.01904657483100891,-0.008684083819389343,False,True,True
1,71999,2,0.30718883872032166,0.12735743820667267,False,True,True
1,72192,1,0.4009872227907181,0.4009872227907181,False,True,False
1,74219,3,0.007996916770935059,-0.0007695953051249186,False,True,True
1,75813,1,0.0007085204124450684,0.0007085204124450684,False,True,False
1,75822,1,0.18596214056015015,0.18596214056015015,False,True,False
1,77483,2,0.07296180725097656,-0.0387825071811676,False,False,True
1,77647,2,0.00988893210887909,-0.008503735065460205,False,False,True
1,80391,1,0.002012789249420166,-0.002012789249420166,False,False,True
1,82447,2,0.03888678550720215,-0.021086961030960083,True,False,True
1,83136,1,0.005942180752754211,0.005942180752754211,False,True,False
