neighbor,interventions,total_abs_effect,mean_abs_effect,mean_delta
14yEMDi68H8Ei4Rq7dhfvWdAF3dU3iM48L,1,0.18063047528266907,0.18063047528266907,-0.18063047528266907
1MnaTZEoFJaXZcXmJw4vVXNfCmKQmW3Upd,1,0.1802762746810913,0.1802762746810913,0.1802762746810913
18QUa57MjVrZ13Y2vQvCpayG9qaRMXR66H,2,0.17831459641456604,0.08915729820728302,-0.08915729820728302
18JMGJhnFQsHRYHECnywjG3NPpgRmVjRxH,2,0.17788821458816528,0.08894410729408264,-0.08894410729408264
3PwguWXaSxHmXRJi9rsPReUKYftekwhLbH,2,0.16155503317713737,0.08077751658856869,-0.08077751658856869
1FoxBitjXcBeZUS4eDzPZ7b124q3N7QJK7,1,0.16037582606077194,0.16037582606077194,-0.16037582606077194
19j9W21psaLRGCYrHPVQHpPRsmxtpSD3MW,1,0.1595623791217804,0.1595623791217804,0.1595623791217804
1D7RLdKN1npShamM2DVcYPjTG9qbBs8xba,1,0.1499561071395874,0.1499561071395874,-0.1499561071395874
1Lo45R8qkKDurPwtAU4wy6iyYYFpRPwhQa,2,0.14918848872184753,0.07459424436092377,-0.07459424436092377
1Maa1F57e1VLEgActwP6ZjGmLTaFkqyREr,1,0.13986462354660034,0.13986462354660034,0.13986462354660034
31kuXQYcrAeZcgH75suHnGeRKrBJ3wk5xC,1,0.12552636861801147,0.12552636861801147,-0.12552636861801147
1G3QJPWEFiHwZjU5PK9SfNRge56vUTyn5S,1,0.12519222497940063,0.12519222497940063,-0.12519222497940063
3CXr8guRrcA8g9z9rqck87e7nv49KkKMKy,11,0.122921884059906,0.011174716732718727,0.011174716732718727
187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,5,0.12142823822796345,0.02428564764559269,-0.02428564764559269
1D35hXfShWo4BUBJ4WsK5ve8EAnLLH4g2e,1,0.1189613789319992,0.1189613789319992,-0.1189613789319992
1M4EnibRGxbEEYQHtkh7o1q5s24hUaEZ34,1,0.11882692575454712,0.11882692575454712,-0.11882692575454712
