neighbor,interventions,total_abs_effect,mean_abs_effect,mean_delta
3M22qkooDXywKiunyZZARcDAN8fG4F6pub,1,0.001958787441253662,0.001958787441253662,0.001958787441253662
1CADPoDkxyfzi8vFsX3Lucg7vbb1TjHEYz,1,0.001792609691619873,0.001792609691619873,-0.001792609691619873
1DCnyDcNM2aT2KtYTq9FRuroKBxJutdG76,1,0.0017918944358825684,0.0017918944358825684,-0.0017918944358825684
1MnbSZYppjx7BegNoUkPYr9Gkt9xCq65Fp,1,0.0017681785393506289,0.0017681785393506289,-0.0017681785393506289
12BnHTsE9qQWBgSoG3LWGnokKJtS6A1CKE,1,0.0015569180250167847,0.0015569180250167847,0.0015569180250167847
3KAHHqjaKhLiB8U4yWcB69LsMJjDxqecWD,1,0.001529316185042262,0.001529316185042262,0.001529316185042262
1LUA6Vdz8rV1soVusdoHm2yRMK7EHchGNu,1,0.0014992072246968746,0.0014992072246968746,0.0014992072246968746
16NNAn7NNLHKNM63R9Q4RRyZHYRihK69zg,1,0.0014821924269199371,0.0014821924269199371,0.0014821924269199371
3JkmAYtowYGPQPcMcJuSYSXTusej4iA1nF,1,0.001432463526725769,0.001432463526725769,0.001432463526725769
1N4sMnEDftDJayKBvQ5T6ktAwu4W2B5jAH,1,0.0013710260391235352,0.0013710260391235352,0.0013710260391235352
19WofTajxscPym7mQvFmg7gMqcGvDk6Vf6,1,0.0012268424034118652,0.0012268424034118652,0.0012268424034118652
1EDa9J66WCdoAvAPFEoSSCC4zaeasxutB3,1,0.001222316175699234,0.001222316175699234,-0.001222316175699234
1KDEYRd4c9LN51npt5D5AP2EmhPycnxyVD,1,0.0011870861053466797,0.0011870861053466797,0.0011870861053466797
1D7yke3meXP4NYaRhTmXJMu8dzLD8dqDDD,1,0.0011488627642393112,0.0011488627642393112,-0.0011488627642393112
1M4EnibRGxbEEYQHtkh7o1q5s24hUaEZ34,1,0.0011210618540644646,0.0011210618540644646,-0.0011210618540644646
36kVGjtzVV9ruhsoQd3sV3YGqhnppKMT52,1,0.0010488738771528006,0.0010488738771528006,-0.0010488738771528006
3M1XKJMYxeKbdmLgwWWi7TPNtSuVKqEsJN,1,0.001048484118655324,0.001048484118655324,-0.001048484118655324
33GrBTaXsyBSfyeKaQSbBbyFBn2wiV8JGd,1,0.0010441828053444624,0.0010441828053444624,-0.0010441828053444624
195U2E6728LZ3S6BJ3Lj6e8wQ4FtM13cQp,1,0.0010365275666117668,0.0010365275666117668,0.0010365275666117668
1GgE9KezSogQB4kEeNDx9nYjY8cPMp23aQ,1,0.001033900072798133,0.001033900072798133,-0.001033900072798133
3GX5iHbSJ4mc42BtqAQKtoyfYVRu9JKfuB,1,0.0009369254112243652,0.0009369254112243652,-0.0009369254112243652
12PuJ9ixCUzDsT8MqFEkim5zdcrF6TAgjW,1,0.0009166225790977478,0.0009166225790977478,0.0009166225790977478
1B6sXkGjzpz2FA88cSSGs5YjQ4Fk8i3wma,1,0.0009021945297718048,0.0009021945297718048,-0.0009021945297718048
12FaA8rGuVBmJu6xx6kAeHAK8EgF8pEXpH,2,0.0008611422963440418,0.0004305711481720209,-0.0004305711481720209
1EaV2UNqUzyvNhiajCxRjsTZWBkCrBNBVL,1,0.0008267834782600403,0.0008267834782600403,-0.0008267834782600403
1Ddoc6nTmQUC1cdy8NFmJmVwVS5CsST2Fa,1,0.0008029937744140625,0.0008029937744140625,-0.0008029937744140625
18KHC99YdrhywhsduAzYc1JXLKwZapuiJa,1,0.0007994361221790314,0.0007994361221790314,-0.0007994361221790314
15X1Pv4vNrcY9qtakYuQ1oziY3qKtzG8pv,1,0.0007799863815307617,0.0007799863815307617,0.0007799863815307617
18c8Cvp8yEhviecmvH1vapi9VVRHsQtAm9,1,0.0007770424708724022,0.0007770424708724022,-0.0007770424708724022
37rmdmN7hHRWb8b6Xvzsj6L5zmhsXjJKec,1,0.0007742643356323242,0.0007742643356323242,0.0007742643356323242
1KqwzzS4Rt87bUSihhLCvi2mjZ53i28Dk1,1,0.0007531484588980675,0.0007531484588980675,-0.0007531484588980675
1FmGo2WMExLdGzvFnH1q8rsFhN9Ppzon8,1,0.0006715096533298492,0.0006715096533298492,0.0006715096533298492
34NRoKBRK8y1tvKdN6XZE2Wodqb5YfmCV9,1,0.0006520759779959917,0.0006520759779959917,-0.0006520759779959917
14Xzu4GQegnhYVQ44Nt8Sd7sCrd2UC57cp,1,0.0006113555282354355,0.0006113555282354355,0.0006113555282354355
1GA2gaaZsf5tksmyFBi6devLX9N4Ed39Zc,1,0.0005612382665276527,0.0005612382665276527,0.0005612382665276527
125NYpUEF377vRqZ6Wp7p1uvrnecWS6C7D,1,0.0005036033689975739,0.0005036033689975739,-0.0005036033689975739
3QzBrZfgQsXNS8UPbsVGgPohn4xyepWeYv,1,0.0004972054157406092,0.0004972054157406092,0.0004972054157406092
1Nu5GC9hpp8THFuS7KcbScYVQCHbNtrLXz,2,0.0004914861638098955,0.00024574308190494776,-0.00024574308190494776
12PzFi4xtUKbFqpY5ZqGngNkcMMZgtkLVq,1,0.0004883573856204748,0.0004883573856204748,0.0004883573856204748
1Hy9riX3QPoh5G2XrQvLFfjbLMSvBkocjq,1,0.0004779426380991936,0.0004779426380991936,-0.0004779426380991936
15Nz69Kce3Vi51kTaZGaRJfpugdmLbBQVR,1,0.0004667043685913086,0.0004667043685913086,0.0004667043685913086
1DFLghp9kw2f6B32LisVzWkyx9qEnzscKi,1,0.00046145543456077576,0.00046145543456077576,0.00046145543456077576
1FWK9ZfQKM6T38NW7qe5GmwPyqY1caLbXG,1,0.00045570055954158306,0.00045570055954158306,0.00045570055954158306
1NjzqmwvnFvHj3xPGpAwYNoaXHQw5XjGAk,2,0.00045561138540506363,0.00022780569270253181,-0.00022780569270253181
198jCtoeTwSjvwy8ECM8rp8VNB9RDwSecK,1,0.00045166537165641785,0.00045166537165641785,-0.00045166537165641785
3Am8uxB9RBnHk2uBpapYBPxofVK4zJySQX,1,0.00043898820877075195,0.00043898820877075195,-0.00043898820877075195
18n7dKRY9ZGFYGfLpCo2hQyy7qDM5ug388,1,0.0004375362768769264,0.0004375362768769264,-0.0004375362768769264
32kY47awqX6hvpxShEoxYJCLQiTcojEBwS,1,0.00043545104563236237,0.00043545104563236237,-0.00043545104563236237
39pK9ULehUqA5iHWyDxCs7ixL1mSe6tYhU,1,0.00043521192856132984,0.00043521192856132984,-0.00043521192856132984
12ftmJ5cExVeMzQYyEVQULBSFamLV7hZRK,3,0.0004081020597368479,0.00013603401991228262,-0.00012805708684027195
3Qh6xuHMw5jqyi525fZj9XjLxQTpb1CFEC,1,0.00039309263229370117,0.00039309263229370117,-0.00039309263229370117
3Q5Z56QaBoyetUR627RzR38jPBXyQp8Pz9,1,0.00037917052395641804,0.00037917052395641804,-0.00037917052395641804
17WakVdjTNbtFBzhtNCdSv65mkHDc4eUpC,1,0.0003701159730553627,0.0003701159730553627,-0.0003701159730553627
18KSE7gyNCnqydZw5dzEyU9CNYBWQS9nCJ,1,0.00036471523344516754,0.00036471523344516754,-0.00036471523344516754
13HzbgZ1KFn7RurqZQSZjuwQBegoamvx8u,1,0.00035991519689559937,0.00035991519689559937,-0.00035991519689559937
1NQBGzauPvdiqQNCkH1GgnScRH4ukJF2Po,1,0.00034027895890176296,0.00034027895890176296,-0.00034027895890176296
12ataMZU4pjkBEH9ZdnEV5ZaE3TDfbfimF,1,0.00031250156462192535,0.00031250156462192535,-0.00031250156462192535
13zjYgMuJVNqTwtNVNPgR1M8azQTtXxayw,1,0.0002997610718011856,0.0002997610718011856,-0.0002997610718011856
1E5dw2TfvkWeFSy2QFudNiQptT7gCiMMx6,1,0.0002649831585586071,0.0002649831585586071,0.0002649831585586071
1DtWsQmEWh1LcJjR14TFPVBLVJFaVLnif1,1,0.0002618543803691864,0.0002618543803691864,0.0002618543803691864
1BeMxB9sS5gAnKYUJuSTms39PQBEipDEYS,1,0.00022858986631035805,0.00022858986631035805,0.00022858986631035805
1NPqgWPkLNZivw9ELpSv71XgKXXLY4tgT,1,0.00022588297724723816,0.00022588297724723816,-0.00022588297724723816
1GwLCDBY7DVA3vbGPuagLYnGbSSYrieiRV,1,0.00021319976076483727,0.00021319976076483727,-0.00021319976076483727
1Jkvj5LwnqTXTLch2DUzt8RGq4CtAeJRRx,1,0.00021111220121383667,0.00021111220121383667,-0.00021111220121383667
15ZD5wWYgMWXgMMdkBmhggehyF67y79QWD,1,0.0002088211476802826,0.0002088211476802826,-0.0002088211476802826
153jshsURfH53nsuweYSoBLmYHVw5qRdVA,1,0.0001994650810956955,0.0001994650810956955,0.0001994650810956955
14pPG8TmtdMtvCTUDrHe7GJVxYBQkLykyk,1,0.00019567366689443588,0.00019567366689443588,-0.00019567366689443588
1GgZXpt2tguNzjGm6vqZKfvXWWYb325cwX,1,0.00018881820142269135,0.00018881820142269135,-0.00018881820142269135
15Kg2a1mapen6vAzCZbDfSzHWyoeVWyFFi,1,0.00017121434211730957,0.00017121434211730957,-0.00017121434211730957
1LArxtgZkturKi8PTCtht15bnfFQqvXNqp,3,0.00016348971985280514,5.449657328426838e-05,-5.449657328426838e-05
3Fq94XUnbnbSt6HWuNEEDMqnZkagvkaRXb,1,0.00015819072723388672,0.00015819072723388672,-0.00015819072723388672
13JWuN6LG2PJvceiYm98vmMce5SudJbFBS,1,0.0001569536980241537,0.0001569536980241537,-0.0001569536980241537
16MmqdD16H73n2j8wf3BKxQM7fU3AqbTdB,3,0.00012578675523400307,4.192891841133436e-05,-4.192891841133436e-05
1KJuzWJat7HUgGSFaGbU2QiLoUeiF5Y6dn,1,0.00010780058801174164,0.00010780058801174164,-0.00010780058801174164
1DML4Wx7hz2hcvwb89NK6VmFLbDJzN4x4b,1,0.00010625971481204033,0.00010625971481204033,-0.00010625971481204033
1QDsADEiFM8MTqK36w3CE7UrYHGqNcv4UR,1,0.00010534445755183697,0.00010534445755183697,-0.00010534445755183697
3CBMMJzWH9pRLtZNNhWTaYmp2TP46bNCNf,1,9.953929111361504e-05,9.953929111361504e-05,9.953929111361504e-05
31ziknMnZi5hXjTb7JqxfP5CeajSFoaBFy,1,7.448042742908001e-05,7.448042742908001e-05,-7.448042742908001e-05
37ZUmhj9ksvGaYKaACoaALsWpG1f2nM1Tw,1,7.32101034373045e-05,7.32101034373045e-05,-7.32101034373045e-05
3LspjRRVhwRR1JgMC3FWbynwDTsBfAVpaA,1,6.931787356734276e-05,6.931787356734276e-05,-6.931787356734276e-05
1PgM47u6C1L9HyovyM1tdThbZvWUiXrvJj,1,6.538629531860352e-05,6.538629531860352e-05,6.538629531860352e-05
3QrGqud1UWr4XL6PEg73KMDsNJHhirbWwx,3,6.452552042901516e-05,2.150850680967172e-05,-2.150850680967172e-05
16gsiBTNjYCyFQs1cJZcy7UpXT69j4hFeo,2,6.402586586773396e-05,3.201293293386698e-05,3.201293293386698e-05
1DxFj2zLBLXSM3ETEr4RZr6KcBEeaGAwoT,1,6.0185324400663376e-05,6.0185324400663376e-05,-6.0185324400663376e-05
1eSkZqiDWxoTggz6KUC1koHAP75iK4NQh,2,5.049468018114567e-05,2.5247340090572834e-05,-2.5247340090572834e-05
1Kzwj6ZWSemKSHjbKVDnYRmJNqBxmESQtU,1,4.654913209378719e-05,4.654913209378719e-05,-4.654913209378719e-05
1MCbcPAVCu4TE3i1kXkzXQsTCLZq6FL22W,1,4.582852125167847e-05,4.582852125167847e-05,-4.582852125167847e-05
14eUc5rKLLpfv4TVZpp9QscfveF5cwiHtr,2,4.4557033106684685e-05,2.2278516553342342e-05,-2.2278516553342342e-05
18BonsqajX1vcRQti1EWfoZDGf84aYeqpy,2,4.38119750469923e-05,2.190598752349615e-05,-7.842550985515118e-06
1GNqGgYazbzdV354HnFwqPv3JteKDjKaqG,1,3.157276660203934e-05,3.157276660203934e-05,3.157276660203934e-05
3EeEe8268WU5bhordhLPdWowcytL9ThEqj,1,3.060558810830116e-05,3.060558810830116e-05,3.060558810830116e-05
1GV3N1VApdcCkeZ3r8LbacmHfcHrFLiGiR,2,2.895621582865715e-05,1.4478107914328575e-05,-1.2702541425824165e-05
1LFH1hTpmXnn2ez7gkTdzE5D8KmHiWwksg,3,2.8212321922183037e-05,9.404107307394346e-06,-9.404107307394346e-06
1PpqtvrMTtHiiGZ4a2z9iVhTod6xC3cCvM,2,2.6443274691700935e-05,1.3221637345850468e-05,-9.58761665970087e-06
16zC3348Lxsgzk1NgwDQJawWoFa5ZfQiRB,2,2.492242492735386e-05,1.246121246367693e-05,1.246121246367693e-05
19DAFXU2ZSrW7dMCeybxaA86ayBYWqqpN7,1,1.008063554763794e-05,1.008063554763794e-05,-1.008063554763794e-05
