class,row,n_neighbors,max_abs_delta,mean_delta,any_flip,any_risk_increasing,any_protective
1,12115,2,0.033749453723430634,-0.029493339359760284,False,False,True
1,14814,5,0.08220425248146057,-0.013640597462654114,False,True,True
1,15780,1,0.06322145462036133,-0.06322145462036133,False,False,True
1,16202,3,0.024265289306640625,-0.00280757745107015,True,True,True
1,16276,1,0.23422419372946024,0.23422419372946024,False,True,False
1,22563,9,0.06837040185928345,0.0039012299643622506,False,True,True
1,24386,1,0.014991402626037598,0.014991402626037598,False,True,False
1,25128,1,0.007565021514892578,-0.007565021514892578,False,False,True
1,27749,1,0.02127373218536377,0.02127373218536377,False,True,False
1,28246,1,0.015117347240447998,-0.015117347240447998,False,False,True
1,34673,1,0.01518404483795166,-0.01518404483795166,False,False,True
1,35991,4,0.07424277067184448,-0.04600431025028229,False,False,True
1,36576,1,0.01740860939025879,-0.01740860939025879,False,False,True
1,42956,2,0.026147861033678055,-0.01572730392217636,False,False,True
1,43732,2,0.0014274173881858587,-0.0005020627286285162,False,True,True
1,46633,2,0.10794335603713989,-0.04353630542755127,False,True,True
1,46634,6,0.06994485855102539,-0.02502668897310893,False,True,True
1,46637,1,0.15022072196006775,-0.15022072196006775,False,False,True
1,47909,1,0.009823501110076904,0.009823501110076904,False,True,False
1,50591,1,0.7031543999910355,0.7031543999910355,False,True,False
1,51522,1,0.0007485151290893555,0.0007485151290893555,False,True,False
1,52144,1,0.7049675434827805,0.7049675434827805,False,True,False
1,53325,1,0.5296874046325684,0.5296874046325684,False,True,False
1,53436,1,0.05475056171417236,0.05475056171417236,True,True,False
1,53462,1,0.22895403811708093,0.22895403811708093,False,True,False
1,56301,2,0.005099952220916748,0.0015381276607513428,False,True,True
1,57874,1,0.014991402626037598,0.014991402626037598,False,True,False
1,60746,2,0.10216908156871796,-0.05842363089323044,False,False,True
1,61025,2,0.3677619993686676,-0.02498602122068405,False,True,True
1,63361,1,0.01077812910079956,-0.01077812910079956,False,False,True
1,64582,1,0.05462107062339783,-0.05462107062339783,False,False,True
